image_id,question,answer,data_type,candidates,hallucination_candidates,token_2_visual_evidence,image_source
000000180188,Describe the actions being performed by the train operator who is waving from the front cabin.,"There is no train operator waving from the front cabin in the image. The train appears stationary and unoccupied, with no visible personnel. The front cabin is not open or accessible, and no one is seen waving or performing any action.",instruct_halu_qwen,"['no', 'train', 'front', 'stationary', 'unoccupied']","['operator', 'waving', 'cabin', 'personnel', 'open', 'accessible', 'one', 'action']","[{'word': 'no', 'class': 'decision_token', 'bb_info': [[18.38, 103.24, 640.0, 357.3]]}, {'word': 'train', 'class': 'object', 'bb_info': [[18.38, 103.24, 640.0, 357.3]]}, {'word': 'front', 'class': 'attribute', 'bb_info': [[18.38, 103.24, 640.0, 357.3]]}, {'word': 'stationary', 'class': 'attribute', 'bb_info': [[18.38, 103.24, 640.0, 357.3]]}, {'word': 'unoccupied', 'class': 'attribute', 'bb_info': [[18.38, 103.24, 640.0, 357.3]]}]",coco-validation
000000218439,Indicate where the toothbrush is in relation to the person's mouth.,The toothbrush is in the person's mouth.,instruct_nonhalu_qwen,"['toothbrush', 'person', 'mouth']",['in'],"[{'word': 'toothbrush', 'class': 'object', 'bb_info': [[284.04, 309.44, 347.38, 325.65]]}, {'word': 'person', 'class': 'object', 'bb_info': [[0.0, 192.72, 453.03, 634.25], [245.68, 265.9, 266.43, 293.15999999999997], [216.7, 276.22, 226.82, 291.74], [414.73, 243.28, 431.52000000000004, 268.96], [422.84, 236.58, 444.32, 261.0], [437.3, 229.85, 459.99, 255.32], [446.01, 180.15, 473.7, 213.8]]}, {'word': 'mouth', 'class': 'object', 'bb_info': []}]",coco-validation
000000133087,Is there a bicycle parked next to the traffic lights on the left side of the image?,"Yes, there is a bicycle parked next to the traffic lights on the left side of the image.",vqa_halu_llava,"['traffic', 'lights', 'left', 'side']","['yes', 'bicycle', 'parked', 'next']","[{'word': 'traffic', 'class': 'object', 'bb_info': [[474.54, 66.74, 513.72, 161.89], [151.54, 130.57, 177.2, 191.97], [94.53, 130.92, 122.52, 192.14], [437.48, 74.53, 465.32, 131.61]]}, {'word': 'lights', 'class': 'object', 'bb_info': [[474.54, 66.74, 513.72, 161.89], [151.54, 130.57, 177.2, 191.97], [94.53, 130.92, 122.52, 192.14], [437.48, 74.53, 465.32, 131.61]]}, {'word': 'left', 'class': 'attribute', 'bb_info': [[474.54, 66.74, 513.72, 161.89], [151.54, 130.57, 177.2, 191.97], [94.53, 130.92, 122.52, 192.14], [437.48, 74.53, 465.32, 131.61]]}, {'word': 'side', 'class': 'attribute', 'bb_info': [[474.54, 66.74, 513.72, 161.89], [151.54, 130.57, 177.2, 191.97], [94.53, 130.92, 122.52, 192.14], [437.48, 74.53, 465.32, 131.61]]}]",coco-validation
000000117914,What does this photo depict?,"This photo depicts a bathroom with a toilet, a sink, and a wire mesh storage unit mounted on the wall holding towels and toiletries. There’s a window letting in natural light, and the walls are tiled. The space appears functional and somewhat rustic or DIY in style.",caption_nonhalu_qwen,"['bathroom', 'toilet', 'wire', 'mesh', 'storage', 'unit', 'mounted', 'wall', 'holding', 'towels', 'toiletries', 'window', 'natural', 'light', 'tiled', 'space']","['sink', 'functional', 'rustic', 'diy', 'style']","[{'word': 'bathroom', 'class': 'object', 'bb_info': []}, {'word': 'toilet', 'class': 'object', 'bb_info': [[8.97, 277.58, 181.60999999999999, 500.0]]}, {'word': 'wire', 'class': 'attribute', 'bb_info': []}, {'word': 'mesh', 'class': 'attribute', 'bb_info': []}, {'word': 'storage', 'class': 'object', 'bb_info': []}, {'word': 'unit', 'class': 'object', 'bb_info': []}, {'word': 'mounted', 'class': 'action', 'bb_info': []}, {'word': 'wall', 'class': 'object', 'bb_info': []}, {'word': 'holding', 'class': 'action', 'bb_info': []}, {'word': 'towels', 'class': 'object', 'bb_info': []}, {'word': 'toiletries', 'class': 'object', 'bb_info': [[16.07, 245.79, 29.490000000000002, 273.58]]}, {'word': 'window', 'class': 'object', 'bb_info': []}, {'word': 'natural', 'class': 'attribute', 'bb_info': []}, {'word': 'light', 'class': 'object', 'bb_info': []}, {'word': 'tiled', 'class': 'attribute', 'bb_info': []}, {'word': 'space', 'class': 'object', 'bb_info': []}]",coco-validation
000000523241,Count how many of the cars in the image are turning left at the intersection.,"In the image, there are two cars turning left at the intersection.",instruct_halu_llava,"['cars', 'intersection']","['two', 'turning', 'left']","[{'word': 'cars', 'class': 'object', 'bb_info': [[364.08, 202.74, 478.52, 235.91000000000003], [44.41, 198.57, 143.01999999999998, 229.14], [474.15, 204.44, 500.0, 218.94], [306.88, 203.47, 324.76, 210.63], [295.48, 201.23, 310.23, 208.88]]}, {'word': 'intersection', 'class': 'object', 'bb_info': []}]",coco-validation
000000005992,What’s in this picture?,Several sheep standing near a brick building in a grassy area.,caption_nonhalu_qwen,"['several', 'sheep', 'standing', 'near', 'brick', 'building', 'grassy', 'area']",[],"[{'word': 'several', 'class': 'count', 'bb_info': [[204.92, 158.79, 504.48, 423.20000000000005], [425.67, 124.49, 580.76, 411.90000000000003], [548.06, 213.63, 640.0, 420.76], [25.77, 125.18, 235.63000000000002, 368.17], [548.92, 165.1, 640.0, 290.06]]}, {'word': 'sheep', 'class': 'object', 'bb_info': [[204.92, 158.79, 504.48, 423.20000000000005], [425.67, 124.49, 580.76, 411.90000000000003], [548.06, 213.63, 640.0, 420.76], [25.77, 125.18, 235.63000000000002, 368.17], [548.92, 165.1, 640.0, 290.06]]}, {'word': 'standing', 'class': 'action', 'bb_info': [[204.92, 158.79, 504.48, 423.20000000000005], [425.67, 124.49, 580.76, 411.90000000000003], [548.06, 213.63, 640.0, 420.76], [25.77, 125.18, 235.63000000000002, 368.17], [548.92, 165.1, 640.0, 290.06]]}, {'word': 'near', 'class': 'relation', 'bb_info': [[204.92, 158.79, 504.48, 423.20000000000005], [425.67, 124.49, 580.76, 411.90000000000003], [548.06, 213.63, 640.0, 420.76], [25.77, 125.18, 235.63000000000002, 368.17], [548.92, 165.1, 640.0, 290.06]]}, {'word': 'brick', 'class': 'attribute', 'bb_info': []}, {'word': 'building', 'class': 'object', 'bb_info': []}, {'word': 'grassy', 'class': 'attribute', 'bb_info': []}, {'word': 'area', 'class': 'object', 'bb_info': []}]",coco-validation
000000086220,"Describe the scene as if the person in the car is waving to a friend on the train, and the train is pulling into a busy station.","In the image, a silver car is parked on the side of the road, with a person inside. The car is positioned in front of a train, which is pulling into a busy station. The person in the car appears to be waving to a friend on the train, possibly saying goodbye or greeting them as they arrive at the station. The scene captures the hustle and bustle of a busy station, with the train arriving and people going about their daily routines.",instruct_halu_llava,"['silver', 'car', 'parked', 'side', 'road', 'person', 'inside', 'positioned', 'front', 'train']","['pulling', 'into', 'busy', 'station', 'waving', 'friend', 'saying', 'goodbye', 'greeting', 'arrive', 'hustle', 'bustle', 'arriving', 'routines']","[{'word': 'silver', 'class': 'attribute', 'bb_info': [[134.24, 209.08, 445.45, 335.6], [0.0, 212.21, 31.67, 236.0]]}, {'word': 'car', 'class': 'object', 'bb_info': [[134.24, 209.08, 445.45, 335.6], [0.0, 212.21, 31.67, 236.0]]}, {'word': 'parked', 'class': 'action', 'bb_info': [[134.24, 209.08, 445.45, 335.6], [0.0, 212.21, 31.67, 236.0]]}, {'word': 'side', 'class': 'relation', 'bb_info': [[134.24, 209.08, 445.45, 335.6], [0.0, 212.21, 31.67, 236.0]]}, {'word': 'road', 'class': 'object', 'bb_info': []}, {'word': 'person', 'class': 'object', 'bb_info': [[169.81, 188.32, 180.5, 201.97], [297.46, 225.54, 313.89, 250.69]]}, {'word': 'inside', 'class': 'relation', 'bb_info': [[169.81, 188.32, 180.5, 201.97], [297.46, 225.54, 313.89, 250.69], [134.24, 209.08, 445.45, 335.6], [0.0, 212.21, 31.67, 236.0]]}, {'word': 'positioned', 'class': 'action', 'bb_info': [[134.24, 209.08, 445.45, 335.6], [0.0, 212.21, 31.67, 236.0]]}, {'word': 'front', 'class': 'relation', 'bb_info': [[134.24, 209.08, 445.45, 335.6], [0.0, 212.21, 31.67, 236.0], [33.73, 145.06, 513.39, 263.13]]}, {'word': 'train', 'class': 'object', 'bb_info': [[33.73, 145.06, 513.39, 263.13]]}]",coco-validation
000000269942,What is the image showing us?,"The image shows a traffic light with a green signal at an intersection, with cars on the road and trees in the background.",caption_nonhalu_qwen,"['traffic', 'light', 'green', 'signal', 'intersection', 'cars', 'road', 'trees', 'background']",[],"[{'word': 'traffic', 'class': 'object', 'bb_info': [[261.51, 257.36, 294.34, 318.83000000000004], [181.65, 157.57, 231.99, 256.21], [377.13, 421.85, 384.34, 439.45000000000005], [172.14, 279.2, 198.83999999999997, 333.58], [63.52, 421.67, 74.10000000000001, 436.39000000000004], [68.47, 391.59, 73.42999999999999, 402.84999999999997]]}, {'word': 'light', 'class': 'object', 'bb_info': [[261.51, 257.36, 294.34, 318.83000000000004], [181.65, 157.57, 231.99, 256.21], [377.13, 421.85, 384.34, 439.45000000000005], [172.14, 279.2, 198.83999999999997, 333.58], [63.52, 421.67, 74.10000000000001, 436.39000000000004], [68.47, 391.59, 73.42999999999999, 402.84999999999997]]}, {'word': 'green', 'class': 'attribute', 'bb_info': [[261.51, 257.36, 294.34, 318.83000000000004], [181.65, 157.57, 231.99, 256.21], [377.13, 421.85, 384.34, 439.45000000000005], [172.14, 279.2, 198.83999999999997, 333.58], [63.52, 421.67, 74.10000000000001, 436.39000000000004], [68.47, 391.59, 73.42999999999999, 402.84999999999997]]}, {'word': 'signal', 'class': 'object', 'bb_info': [[261.51, 257.36, 294.34, 318.83000000000004], [181.65, 157.57, 231.99, 256.21], [377.13, 421.85, 384.34, 439.45000000000005], [172.14, 279.2, 198.83999999999997, 333.58], [63.52, 421.67, 74.10000000000001, 436.39000000000004], [68.47, 391.59, 73.42999999999999, 402.84999999999997]]}, {'word': 'intersection', 'class': 'object', 'bb_info': []}, {'word': 'cars', 'class': 'object', 'bb_info': [[92.42, 460.03, 151.84, 508.91999999999996], [92.37, 452.9, 126.83000000000001, 473.04999999999995], [91.55, 444.88, 99.31, 451.73], [104.51, 444.82, 112.31, 449.98]]}, {'word': 'road', 'class': 'object', 'bb_info': []}, {'word': 'trees', 'class': 'object', 'bb_info': []}, {'word': 'background', 'class': 'object', 'bb_info': []}]",coco-validation
000000513041,Describe the relationship between the people and the chairs in this scene.,"In the image, there are two people sitting at a dining table, and there are three chairs around the table. One of the chairs is empty, while the other two are occupied by the people. The people are enjoying a meal, which includes a pizza and wine. The presence of the empty chair suggests that there might be a third person who is not visible in the image, or it could be reserved for someone who has not yet arrived. The chairs are arranged around the table, providing a comfortable seating arrangement for the people to enjoy their meal and engage in conversation.",instruct_halu_llava,"['two', 'people', 'dining', 'table', 'meal', 'pizza', 'wine', 'visible']","['sitting', 'three', 'chairs', 'empty', 'occupied', 'enjoying', 'third', 'not', 'arrived', 'arranged', 'comfortable', 'seating', 'arrangement', 'engage', 'conversation']","[{'word': 'two', 'class': 'count', 'bb_info': [[4.3, 0.72, 383.14, 255.78], [376.45, 2.16, 595.42, 159.64], [569.53, 0.0, 640.0, 181.21]]}, {'word': 'people', 'class': 'object', 'bb_info': [[4.3, 0.72, 383.14, 255.78], [376.45, 2.16, 595.42, 159.64], [569.53, 0.0, 640.0, 181.21]]}, {'word': 'dining', 'class': 'attribute', 'bb_info': [[61.21, 153.66, 546.58, 473.65999999999997]]}, {'word': 'table', 'class': 'object', 'bb_info': [[61.21, 153.66, 546.58, 473.65999999999997]]}, {'word': 'meal', 'class': 'object', 'bb_info': []}, {'word': 'pizza', 'class': 'object', 'bb_info': [[173.17, 217.79, 401.73, 325.76]]}, {'word': 'wine', 'class': 'object', 'bb_info': []}, {'word': 'visible', 'class': 'decision_token', 'bb_info': []}]",coco-validation
000000066926,"Describe the texture of the chocolate glaze on the donut in the foreground, and mention if it's being held by a hand.","The chocolate glaze on the donut in the foreground has a smooth and shiny texture. It appears to be a rich and delicious topping. The donut is being held by a hand, which is visible in the image.",instruct_halu_llava,"['glaze', 'donut', 'foreground', 'smooth', 'shiny', 'texture', 'topping']","['chocolate', 'rich', 'delicious', 'held', 'hand', 'visible']","[{'word': 'glaze', 'class': 'object', 'bb_info': []}, {'word': 'donut', 'class': 'object', 'bb_info': [[228.16, 34.39, 502.6, 218.42000000000002], [155.33, 200.45, 640.0, 474.43], [450.88, 45.3, 640.0, 230.82999999999998], [0.0, 122.7, 139.46, 222.16], [7.57, 40.54, 179.45999999999998, 125.94999999999999], [105.01, 32.39, 303.73, 156.48000000000002], [149.35, 0.0, 252.39999999999998, 47.46], [235.33, 0.0, 368.56, 59.31], [360.32, 0.19, 551.3, 73.7], [490.55, 2.03, 640.0, 81.41], [1.08, 142.38, 320.35999999999996, 426.07], [1.08, 102.47, 44.22, 139.15]]}, {'word': 'foreground', 'class': 'attribute', 'bb_info': [[228.16, 34.39, 502.6, 218.42000000000002], [155.33, 200.45, 640.0, 474.43], [450.88, 45.3, 640.0, 230.82999999999998], [0.0, 122.7, 139.46, 222.16], [7.57, 40.54, 179.45999999999998, 125.94999999999999], [105.01, 32.39, 303.73, 156.48000000000002], [149.35, 0.0, 252.39999999999998, 47.46], [235.33, 0.0, 368.56, 59.31], [360.32, 0.19, 551.3, 73.7], [490.55, 2.03, 640.0, 81.41], [1.08, 142.38, 320.35999999999996, 426.07], [1.08, 102.47, 44.22, 139.15]]}, {'word': 'smooth', 'class': 'attribute', 'bb_info': [[228.16, 34.39, 502.6, 218.42000000000002], [155.33, 200.45, 640.0, 474.43], [450.88, 45.3, 640.0, 230.82999999999998], [0.0, 122.7, 139.46, 222.16], [7.57, 40.54, 179.45999999999998, 125.94999999999999], [105.01, 32.39, 303.73, 156.48000000000002], [149.35, 0.0, 252.39999999999998, 47.46], [235.33, 0.0, 368.56, 59.31], [360.32, 0.19, 551.3, 73.7], [490.55, 2.03, 640.0, 81.41], [1.08, 142.38, 320.35999999999996, 426.07], [1.08, 102.47, 44.22, 139.15]]}, {'word': 'shiny', 'class': 'attribute', 'bb_info': [[228.16, 34.39, 502.6, 218.42000000000002], [155.33, 200.45, 640.0, 474.43], [450.88, 45.3, 640.0, 230.82999999999998], [0.0, 122.7, 139.46, 222.16], [7.57, 40.54, 179.45999999999998, 125.94999999999999], [105.01, 32.39, 303.73, 156.48000000000002], [149.35, 0.0, 252.39999999999998, 47.46], [235.33, 0.0, 368.56, 59.31], [360.32, 0.19, 551.3, 73.7], [490.55, 2.03, 640.0, 81.41], [1.08, 142.38, 320.35999999999996, 426.07], [1.08, 102.47, 44.22, 139.15]]}, {'word': 'texture', 'class': 'attribute', 'bb_info': [[228.16, 34.39, 502.6, 218.42000000000002], [155.33, 200.45, 640.0, 474.43], [450.88, 45.3, 640.0, 230.82999999999998], [0.0, 122.7, 139.46, 222.16], [7.57, 40.54, 179.45999999999998, 125.94999999999999], [105.01, 32.39, 303.73, 156.48000000000002], [149.35, 0.0, 252.39999999999998, 47.46], [235.33, 0.0, 368.56, 59.31], [360.32, 0.19, 551.3, 73.7], [490.55, 2.03, 640.0, 81.41], [1.08, 142.38, 320.35999999999996, 426.07], [1.08, 102.47, 44.22, 139.15]]}, {'word': 'topping', 'class': 'object', 'bb_info': []}]",coco-validation
000000049810,Count how many cats are sitting underneath the bench and describe their posture.,"There are two cats sitting underneath the bench. One cat is sitting on the ground, while the other cat is sitting on a wooden bench. Both cats are looking at their reflections in the glass.",instruct_halu_llava,"['cat', 'sitting', 'wooden', 'glass', 'reflections', 'looking', 'one']","['two', 'underneath', 'bench', 'ground', 'other']","[{'word': 'cat', 'class': 'object', 'bb_info': [[113.98, 141.33, 639.19, 424.0], [0.95, 181.03, 173.41, 419.24]]}, {'word': 'sitting', 'class': 'action', 'bb_info': [[113.98, 141.33, 639.19, 424.0], [0.95, 181.03, 173.41, 419.24]]}, {'word': 'wooden', 'class': 'attribute', 'bb_info': [[183.92, 68.28, 639.85, 417.39]]}, {'word': 'glass', 'class': 'object', 'bb_info': []}, {'word': 'reflections', 'class': 'object', 'bb_info': []}, {'word': 'looking', 'class': 'action', 'bb_info': [[113.98, 141.33, 639.19, 424.0], [0.95, 181.03, 173.41, 419.24]]}, {'word': 'one', 'class': 'count', 'bb_info': [[113.98, 141.33, 639.19, 424.0], [0.95, 181.03, 173.41, 419.24]]}]",coco-validation
000000023023,Describe the position of the handbag relative to the suitcase.,The handbag is positioned to the right of the suitcase.,instruct_nonhalu_qwen,"['positioned', 'right', 'suitcase']",['handbag'],"[{'word': 'positioned', 'class': 'action', 'bb_info': [[406.62, 232.26, 574.78, 412.82], [206.29, 166.41, 409.83, 424.96000000000004]]}, {'word': 'right', 'class': 'relation', 'bb_info': [[406.62, 232.26, 574.78, 412.82], [206.29, 166.41, 409.83, 424.96000000000004]]}, {'word': 'suitcase', 'class': 'object', 'bb_info': [[206.29, 166.41, 409.83, 424.96000000000004]]}]",coco-validation
000000456015,How many people are riding horses in this image?,Four,vqa_nonhalu_qwen,['four'],[],"[{'word': 'four', 'class': 'count', 'bb_info': []}]",coco-validation
000000248631,Count how many buttons are visible on the mouse.,There are two buttons visible on the mouse.,instruct_nonhalu_llava,"['two', 'buttons', 'visible', 'mouse']",[],"[{'word': 'two', 'class': 'count', 'bb_info': [[460.5, 273.86, 618.69, 439.64]]}, {'word': 'buttons', 'class': 'object', 'bb_info': [[460.5, 273.86, 618.69, 439.64]]}, {'word': 'visible', 'class': 'decision_token', 'bb_info': [[460.5, 273.86, 618.69, 439.64]]}, {'word': 'mouse', 'class': 'object', 'bb_info': [[460.5, 273.86, 618.69, 439.64]]}]",coco-validation
000000427997,What can be observed in this picture?,"A female tennis player is preparing to serve on a grass court, with spectators seated in the background and a ""Schweppes"" advertisement visible on the fence.",caption_nonhalu_qwen,"['female', 'tennis', 'player', 'preparing', 'grass', 'court', 'spectators', 'seated', 'background', 'schweppes', 'advertisement', 'visible', 'fence']",['serve'],"[{'word': 'female', 'class': 'attribute', 'bb_info': [[370.13, 137.99, 393.37, 157.27], [196.74, 127.91, 217.25, 155.69], [149.09, 110.66, 167.08, 140.56], [148.41, 67.03, 166.09, 84.7], [242.84, 63.05, 346.27, 273.98], [151.95, 80.25, 164.45, 96.91], [508.79, 130.8, 544.38, 190.44], [399.48, 129.43, 417.71000000000004, 155.34], [361.97, 131.44, 374.02000000000004, 157.67], [335.63, 126.8, 362.8, 156.46], [460.36, 121.79, 484.12, 155.42000000000002], [457.54, 109.32, 474.12, 134.45999999999998], [480.24, 110.02, 498.94, 130.89]]}, {'word': 'tennis', 'class': 'attribute', 'bb_info': [[370.13, 137.99, 393.37, 157.27], [196.74, 127.91, 217.25, 155.69], [149.09, 110.66, 167.08, 140.56], [148.41, 67.03, 166.09, 84.7], [242.84, 63.05, 346.27, 273.98], [151.95, 80.25, 164.45, 96.91], [508.79, 130.8, 544.38, 190.44], [399.48, 129.43, 417.71000000000004, 155.34], [361.97, 131.44, 374.02000000000004, 157.67], [335.63, 126.8, 362.8, 156.46], [460.36, 121.79, 484.12, 155.42000000000002], [457.54, 109.32, 474.12, 134.45999999999998], [480.24, 110.02, 498.94, 130.89], [324.13, 92.53, 380.05, 133.5]]}, {'word': 'player', 'class': 'object', 'bb_info': [[370.13, 137.99, 393.37, 157.27], [196.74, 127.91, 217.25, 155.69], [149.09, 110.66, 167.08, 140.56], [148.41, 67.03, 166.09, 84.7], [242.84, 63.05, 346.27, 273.98], [151.95, 80.25, 164.45, 96.91], [508.79, 130.8, 544.38, 190.44], [399.48, 129.43, 417.71000000000004, 155.34], [361.97, 131.44, 374.02000000000004, 157.67], [335.63, 126.8, 362.8, 156.46], [460.36, 121.79, 484.12, 155.42000000000002], [457.54, 109.32, 474.12, 134.45999999999998], [480.24, 110.02, 498.94, 130.89]]}, {'word': 'preparing', 'class': 'action', 'bb_info': [[370.13, 137.99, 393.37, 157.27], [196.74, 127.91, 217.25, 155.69], [149.09, 110.66, 167.08, 140.56], [148.41, 67.03, 166.09, 84.7], [242.84, 63.05, 346.27, 273.98], [151.95, 80.25, 164.45, 96.91], [508.79, 130.8, 544.38, 190.44], [399.48, 129.43, 417.71000000000004, 155.34], [361.97, 131.44, 374.02000000000004, 157.67], [335.63, 126.8, 362.8, 156.46], [460.36, 121.79, 484.12, 155.42000000000002], [457.54, 109.32, 474.12, 134.45999999999998], [480.24, 110.02, 498.94, 130.89]]}, {'word': 'grass', 'class': 'attribute', 'bb_info': []}, {'word': 'court', 'class': 'object', 'bb_info': []}, {'word': 'spectators', 'class': 'object', 'bb_info': []}, {'word': 'seated', 'class': 'action', 'bb_info': []}, {'word': 'background', 'class': 'attribute', 'bb_info': []}, {'word': 'schweppes', 'class': 'attribute', 'bb_info': []}, {'word': 'advertisement', 'class': 'object', 'bb_info': []}, {'word': 'visible', 'class': 'decision_token', 'bb_info': []}, {'word': 'fence', 'class': 'object', 'bb_info': []}]",coco-validation
000000099810,How many cups of milk are placed next to the donuts on the table?,"There are no cups of milk placed next to the donuts on the table. The image shows a young boy eating donuts, and there are donuts on a plate on the table.",vqa_halu_llava,"['no', 'donuts', 'table', 'young', 'boy', 'eating', 'plate']","['cups', 'milk']","[{'word': 'no', 'class': 'decision_token', 'bb_info': []}, {'word': 'donuts', 'class': 'object', 'bb_info': [[362.19, 298.22, 410.62, 332.0], [405.86, 283.51, 450.62, 325.28999999999996], [375.98, 261.17, 423.83000000000004, 301.65000000000003], [332.28, 274.46, 376.51, 320.09999999999997], [196.55, 267.36, 236.96, 297.52000000000004]]}, {'word': 'table', 'class': 'object', 'bb_info': [[209.17, 235.19, 500.0, 328.24]]}, {'word': 'young', 'class': 'attribute', 'bb_info': [[74.77, 3.36, 373.13, 327.89]]}, {'word': 'boy', 'class': 'object', 'bb_info': [[74.77, 3.36, 373.13, 327.89]]}, {'word': 'eating', 'class': 'action', 'bb_info': [[74.77, 3.36, 373.13, 327.89], [362.19, 298.22, 410.62, 332.0], [405.86, 283.51, 450.62, 325.28999999999996], [375.98, 261.17, 423.83000000000004, 301.65000000000003], [332.28, 274.46, 376.51, 320.09999999999997], [196.55, 267.36, 236.96, 297.52000000000004]]}, {'word': 'plate', 'class': 'object', 'bb_info': []}]",coco-validation
000000338304,What is depicted here visually?,"A crowd of people gathered around a line of sheep lying on their sides, likely during a shearing event or public demonstration, with the iconic dome of St. Paul's Cathedral visible in the background.",caption_nonhalu_qwen,"['crowd', 'people', 'gathered', 'line', 'sheep', 'lying', 'sides', 'dome', 'cathedral', 'visible', 'background']","['shearing', 'event', 'public', 'demonstration', 'iconic']","[{'word': 'crowd', 'class': 'object', 'bb_info': [[266.83, 217.03, 410.86, 466.45], [250.08, 237.64, 318.97, 364.58], [150.37, 252.25, 212.6, 389.14], [94.62, 291.24, 161.89, 425.76], [0.42, 298.6, 101.52, 488.25], [49.95, 305.89, 123.47, 473.99], [200.75, 255.61, 249.52, 360.56], [189.73, 0.0, 425.0, 439.9], [304.8, 189.3, 384.26, 273.99], [36.66, 311.37, 56.87, 339.84000000000003], [100.21, 286.19, 114.33, 310.59], [73.56, 265.73, 88.83, 327.8], [230.29, 253.29, 279.81, 360.41999999999996]]}, {'word': 'people', 'class': 'object', 'bb_info': [[266.83, 217.03, 410.86, 466.45], [250.08, 237.64, 318.97, 364.58], [150.37, 252.25, 212.6, 389.14], [94.62, 291.24, 161.89, 425.76], [0.42, 298.6, 101.52, 488.25], [49.95, 305.89, 123.47, 473.99], [200.75, 255.61, 249.52, 360.56], [189.73, 0.0, 425.0, 439.9], [304.8, 189.3, 384.26, 273.99], [36.66, 311.37, 56.87, 339.84000000000003], [100.21, 286.19, 114.33, 310.59], [73.56, 265.73, 88.83, 327.8], [230.29, 253.29, 279.81, 360.41999999999996]]}, {'word': 'gathered', 'class': 'action', 'bb_info': [[266.83, 217.03, 410.86, 466.45], [250.08, 237.64, 318.97, 364.58], [150.37, 252.25, 212.6, 389.14], [94.62, 291.24, 161.89, 425.76], [0.42, 298.6, 101.52, 488.25], [49.95, 305.89, 123.47, 473.99], [200.75, 255.61, 249.52, 360.56], [189.73, 0.0, 425.0, 439.9], [304.8, 189.3, 384.26, 273.99], [36.66, 311.37, 56.87, 339.84000000000003], [100.21, 286.19, 114.33, 310.59], [73.56, 265.73, 88.83, 327.8], [230.29, 253.29, 279.81, 360.41999999999996]]}, {'word': 'line', 'class': 'object', 'bb_info': [[168.9, 413.03, 243.45, 517.05], [65.0, 473.44, 235.39, 640.0], [191.3, 422.49, 335.08000000000004, 598.03], [88.82, 387.02, 207.22, 488.74], [241.63, 355.02, 353.95, 486.29999999999995], [0.0, 483.16, 146.88, 639.04], [199.27, 525.72, 347.13, 638.84], [270.77, 355.96, 365.12, 452.77], [193.35, 354.91, 338.09000000000003, 494.46000000000004]]}, {'word': 'sheep', 'class': 'object', 'bb_info': [[168.9, 413.03, 243.45, 517.05], [65.0, 473.44, 235.39, 640.0], [191.3, 422.49, 335.08000000000004, 598.03], [88.82, 387.02, 207.22, 488.74], [241.63, 355.02, 353.95, 486.29999999999995], [0.0, 483.16, 146.88, 639.04], [199.27, 525.72, 347.13, 638.84], [270.77, 355.96, 365.12, 452.77], [193.35, 354.91, 338.09000000000003, 494.46000000000004]]}, {'word': 'lying', 'class': 'action', 'bb_info': [[168.9, 413.03, 243.45, 517.05], [65.0, 473.44, 235.39, 640.0], [191.3, 422.49, 335.08000000000004, 598.03], [88.82, 387.02, 207.22, 488.74], [241.63, 355.02, 353.95, 486.29999999999995], [0.0, 483.16, 146.88, 639.04], [199.27, 525.72, 347.13, 638.84], [270.77, 355.96, 365.12, 452.77], [193.35, 354.91, 338.09000000000003, 494.46000000000004]]}, {'word': 'sides', 'class': 'attribute', 'bb_info': [[168.9, 413.03, 243.45, 517.05], [65.0, 473.44, 235.39, 640.0], [191.3, 422.49, 335.08000000000004, 598.03], [88.82, 387.02, 207.22, 488.74], [241.63, 355.02, 353.95, 486.29999999999995], [0.0, 483.16, 146.88, 639.04], [199.27, 525.72, 347.13, 638.84], [270.77, 355.96, 365.12, 452.77], [193.35, 354.91, 338.09000000000003, 494.46000000000004]]}, {'word': 'dome', 'class': 'object', 'bb_info': []}, {'word': 'cathedral', 'class': 'object', 'bb_info': []}, {'word': 'visible', 'class': 'decision_token', 'bb_info': []}, {'word': 'background', 'class': 'attribute', 'bb_info': []}]",coco-validation
000000045090,Are there more than one surfboard in the image?,"Yes, there are more than one surfboard visible in the image.",vqa_nonhalu_qwen,"['yes', 'more', 'one', 'surfboard', 'visible']",[],"[{'word': 'yes', 'class': 'decision_token', 'bb_info': [[198.83, 120.01, 231.59, 131.15], [308.45, 99.81, 323.03999999999996, 103.9]]}, {'word': 'more', 'class': 'count', 'bb_info': [[198.83, 120.01, 231.59, 131.15], [308.45, 99.81, 323.03999999999996, 103.9]]}, {'word': 'one', 'class': 'count', 'bb_info': [[198.83, 120.01, 231.59, 131.15], [308.45, 99.81, 323.03999999999996, 103.9]]}, {'word': 'surfboard', 'class': 'object', 'bb_info': [[198.83, 120.01, 231.59, 131.15], [308.45, 99.81, 323.03999999999996, 103.9]]}, {'word': 'visible', 'class': 'decision_token', 'bb_info': [[198.83, 120.01, 231.59, 131.15], [308.45, 99.81, 323.03999999999996, 103.9]]}]",coco-validation
